n_agents,shape,conclusion,steps
10,cycle,1.0,852
10,wheel,1.0,485
10,complete,1.0,91
5,cycle,1.0,1805
5,wheel,1.0,378
5,complete,1.0,408
6,cycle,0.0,1
6,wheel,1.0,579
6,complete,1.0,23
7,cycle,1.0,596
7,wheel,1.0,456
7,complete,1.0,233
8,cycle,1.0,774
8,wheel,1.0,1076
8,complete,1.0,82
9,cycle,1.0,458
9,wheel,1.0,338
9,complete,0.0,113
10,cycle,0.0,51
10,wheel,1.0,228
10,complete,1.0,61
5,cycle,1.0,305
5,wheel,1.0,530
5,complete,1.0,169
6,cycle,1.0,399
6,wheel,1.0,111
6,complete,1.0,162
7,cycle,1.0,1087
7,wheel,1.0,607
7,complete,1.0,129
8,cycle,1.0,875
8,wheel,1.0,426
8,complete,1.0,564
9,cycle,1.0,1989
9,wheel,1.0,414
9,complete,1.0,72
10,cycle,1.0,1528
10,wheel,1.0,449
10,complete,1.0,30
5,cycle,1.0,93
5,wheel,1.0,401
5,complete,1.0,236
6,cycle,1.0,613
6,wheel,1.0,55
6,complete,1.0,178
7,cycle,1.0,1594
7,wheel,1.0,669
7,complete,1.0,482
8,cycle,1.0,384
8,wheel,1.0,265
8,complete,1.0,216
9,cycle,1.0,291
9,wheel,1.0,362
9,complete,1.0,344
10,cycle,1.0,521
10,wheel,1.0,516
10,complete,1.0,231
5,cycle,1.0,390
5,wheel,1.0,309
5,complete,1.0,298
6,cycle,1.0,716
6,wheel,0.0,1
6,complete,1.0,218
7,cycle,1.0,465
7,wheel,1.0,795
7,complete,0.0,1
8,cycle,1.0,588
8,wheel,1.0,342
8,complete,1.0,269
9,cycle,1.0,329
9,wheel,1.0,188
9,complete,1.0,111
10,cycle,1.0,369
10,wheel,1.0,238
10,complete,1.0,51
5,cycle,1.0,396
5,wheel,0.0,28
5,complete,1.0,178
6,cycle,0.0,1
6,wheel,1.0,260
6,complete,1.0,144
7,cycle,1.0,921
7,wheel,1.0,500
7,complete,0.0,122
8,cycle,1.0,491
8,wheel,1.0,613
8,complete,1.0,212
9,cycle,1.0,801
9,wheel,1.0,326
9,complete,1.0,193
10,cycle,1.0,580
10,wheel,1.0,316
10,complete,1.0,63
5,cycle,1.0,672
5,wheel,1.0,386
5,complete,1.0,124
6,cycle,1.0,454
6,wheel,1.0,186
6,complete,1.0,135
7,cycle,1.0,797
7,wheel,1.0,329
7,complete,1.0,53
8,cycle,1.0,1426
8,wheel,1.0,601
8,complete,1.0,108
9,cycle,1.0,540
9,wheel,1.0,884
9,complete,1.0,124
10,cycle,1.0,806
10,wheel,1.0,291
10,complete,1.0,118
5,cycle,1.0,527
5,wheel,1.0,453
5,complete,1.0,104
6,cycle,1.0,426
6,wheel,1.0,240
6,complete,1.0,103
7,cycle,1.0,886
7,wheel,1.0,285
7,complete,0.0,69
8,cycle,1.0,575
8,wheel,1.0,1050
8,complete,1.0,57
9,cycle,1.0,866
9,wheel,1.0,357
9,complete,1.0,64
10,cycle,1.0,1279
10,wheel,1.0,483
10,complete,1.0,278
5,cycle,1.0,331
5,wheel,1.0,258
5,complete,1.0,114
6,cycle,1.0,900
6,wheel,1.0,239
6,complete,0.0,93
7,cycle,1.0,1431
7,wheel,1.0,236
7,complete,1.0,158
8,cycle,1.0,1170
8,wheel,1.0,505
8,complete,0.0,126
9,cycle,1.0,670
9,wheel,1.0,801
9,complete,1.0,234
10,cycle,1.0,1117
10,wheel,1.0,77
10,complete,1.0,124
5,cycle,1.0,579
5,wheel,1.0,300
5,complete,1.0,136
6,cycle,1.0,1222
6,wheel,1.0,539
6,complete,1.0,223
7,cycle,1.0,639
7,wheel,1.0,340
7,complete,1.0,123
8,cycle,1.0,2230
8,wheel,1.0,491
8,complete,1.0,151
9,cycle,1.0,1196
9,wheel,1.0,511
9,complete,1.0,258
10,cycle,1.0,812
10,wheel,1.0,727
10,complete,1.0,216
5,cycle,1.0,345
5,wheel,0.0,79
5,complete,0.0,170
6,cycle,0.0,20
6,wheel,1.0,342
6,complete,1.0,228
7,cycle,1.0,741
7,wheel,1.0,361
7,complete,0.0,7
8,cycle,1.0,502
8,wheel,0.0,694
8,complete,1.0,194
9,cycle,1.0,694
9,wheel,1.0,471
9,complete,1.0,111
10,cycle,1.0,807
10,wheel,1.0,212
10,complete,0.0,46
5,cycle,1.0,1007
5,wheel,1.0,737
5,complete,1.0,276
6,cycle,1.0,300
6,wheel,1.0,228
6,complete,1.0,331
7,cycle,1.0,576
7,wheel,1.0,676
7,complete,1.0,175
8,cycle,1.0,563
8,wheel,1.0,376
8,complete,1.0,138
9,cycle,1.0,786
9,wheel,1.0,242
9,complete,1.0,51
10,cycle,1.0,951
10,wheel,1.0,602
10,complete,1.0,149
5,cycle,0.0,118
5,wheel,1.0,297
5,complete,0.0,22
6,cycle,0.0,10
6,wheel,0.0,31
6,complete,1.0,68
7,cycle,1.0,224
7,wheel,1.0,127
7,complete,1.0,194
8,cycle,1.0,370
8,wheel,1.0,990
8,complete,1.0,142
9,cycle,1.0,1646
9,wheel,1.0,527
9,complete,1.0,48
10,cycle,0.0,362
10,wheel,1.0,338
10,complete,1.0,54
5,cycle,1.0,955
5,wheel,1.0,139
5,complete,1.0,208
6,cycle,1.0,124
6,wheel,1.0,115
6,complete,1.0,295
7,cycle,1.0,749
7,wheel,1.0,373
7,complete,1.0,182
8,cycle,1.0,1000
8,wheel,1.0,171
8,complete,0.0,1
9,cycle,1.0,1185
9,wheel,1.0,158
9,complete,1.0,143
10,cycle,1.0,296
10,wheel,1.0,470
10,complete,1.0,194
5,cycle,1.0,306
5,wheel,0.0,53
5,complete,1.0,157
6,cycle,1.0,1169
6,wheel,1.0,448
6,complete,1.0,87
7,cycle,1.0,291
7,wheel,1.0,940
7,complete,1.0,146
8,cycle,0.0,3
8,wheel,1.0,376
8,complete,1.0,105
9,cycle,1.0,636
9,wheel,1.0,173
9,complete,1.0,96
10,cycle,1.0,676
10,wheel,1.0,362
10,complete,1.0,88
5,cycle,1.0,789
5,wheel,1.0,310
5,complete,1.0,240
6,cycle,0.0,69
6,wheel,1.0,253
6,complete,0.0,36
7,cycle,1.0,1002
7,wheel,1.0,263
7,complete,1.0,527
8,cycle,1.0,360
8,wheel,1.0,162
8,complete,1.0,160
9,cycle,1.0,397
9,wheel,0.0,1
9,complete,1.0,92
10,cycle,1.0,673
10,wheel,1.0,422
10,complete,1.0,292
5,cycle,0.0,16
5,wheel,1.0,420
5,complete,1.0,178
6,cycle,1.0,707
6,wheel,1.0,612
6,complete,1.0,167
7,cycle,1.0,458
7,wheel,1.0,205
7,complete,1.0,161
8,cycle,1.0,609
8,wheel,1.0,193
8,complete,1.0,123
9,cycle,1.0,191
9,wheel,1.0,450
9,complete,1.0,422
10,cycle,1.0,306
10,wheel,1.0,279
10,complete,1.0,378
5,cycle,1.0,155
5,wheel,1.0,733
5,complete,0.0,1
6,cycle,1.0,356
6,wheel,1.0,288
6,complete,1.0,48
7,cycle,0.0,238
7,wheel,1.0,210
7,complete,1.0,122
8,cycle,1.0,721
8,wheel,1.0,364
8,complete,1.0,42
9,cycle,1.0,2501
9,wheel,1.0,605
9,complete,1.0,239
10,cycle,1.0,906
10,wheel,1.0,432
10,complete,1.0,134
5,cycle,1.0,316
5,wheel,1.0,391
5,complete,1.0,207
6,cycle,1.0,593
6,wheel,0.0,85
6,complete,1.0,136
7,cycle,1.0,1228
7,wheel,1.0,1011
7,complete,0.0,49
8,cycle,1.0,328
8,wheel,0.0,1
8,complete,1.0,117
9,cycle,1.0,456
9,wheel,1.0,480
9,complete,1.0,91
10,cycle,1.0,792
10,wheel,1.0,300
10,complete,1.0,285
5,cycle,1.0,283
5,wheel,1.0,189
5,complete,0.0,79
6,cycle,1.0,904
6,wheel,1.0,177
6,complete,1.0,117
7,cycle,1.0,593
7,wheel,1.0,294
7,complete,1.0,170
8,cycle,1.0,692
8,wheel,1.0,420
8,complete,0.0,19
9,cycle,1.0,484
9,wheel,1.0,290
9,complete,0.0,154
10,cycle,1.0,1521
10,wheel,1.0,464
10,complete,1.0,152
5,cycle,1.0,715
5,wheel,1.0,85
5,complete,1.0,683
6,cycle,0.0,94
6,wheel,1.0,96
6,complete,1.0,252
7,cycle,1.0,201
7,wheel,0.0,149
7,complete,1.0,144
8,cycle,1.0,720
8,wheel,1.0,218
8,complete,0.0,1
9,cycle,1.0,616
9,wheel,1.0,340
9,complete,1.0,109
10,cycle,1.0,646
10,wheel,1.0,438
10,complete,1.0,48
5,cycle,0.0,9
5,wheel,1.0,204
5,complete,0.0,5
6,cycle,1.0,293
6,wheel,1.0,336
6,complete,1.0,593
7,cycle,1.0,759
7,wheel,0.0,22
7,complete,1.0,87
8,cycle,1.0,1358
8,wheel,1.0,494
8,complete,0.0,99
9,cycle,1.0,523
9,wheel,0.0,87
9,complete,1.0,114
10,cycle,1.0,838
10,wheel,1.0,650
10,complete,1.0,57
5,cycle,1.0,1093
5,wheel,0.0,26
5,complete,1.0,466
6,cycle,1.0,480
6,wheel,1.0,630
6,complete,0.0,7
7,cycle,1.0,975
7,wheel,0.0,30
7,complete,1.0,334
8,cycle,1.0,427
8,wheel,1.0,386
8,complete,1.0,286
9,cycle,1.0,1314
9,wheel,1.0,493
9,complete,1.0,276
10,cycle,1.0,1091
10,wheel,1.0,221
10,complete,1.0,86
5,cycle,0.0,1
5,wheel,1.0,87
5,complete,1.0,318
6,cycle,1.0,646
6,wheel,1.0,178
6,complete,0.0,285
7,cycle,1.0,684
7,wheel,1.0,261
7,complete,1.0,92
8,cycle,1.0,620
8,wheel,1.0,217
8,complete,1.0,94
9,cycle,1.0,255
9,wheel,1.0,495
9,complete,1.0,107
10,cycle,1.0,443
10,wheel,1.0,227
10,complete,1.0,185
5,cycle,1.0,773
5,wheel,1.0,178
5,complete,0.0,99
6,cycle,1.0,439
6,wheel,1.0,394
6,complete,1.0,163
7,cycle,1.0,1512
7,wheel,1.0,256
7,complete,1.0,55
8,cycle,1.0,1143
8,wheel,0.0,55
8,complete,0.0,132
9,cycle,1.0,1762
9,wheel,1.0,389
9,complete,1.0,138
10,cycle,1.0,364
10,wheel,1.0,316
10,complete,1.0,569
5,cycle,1.0,615
5,wheel,1.0,218
5,complete,1.0,457
6,cycle,1.0,384
6,wheel,1.0,221
6,complete,0.0,31
7,cycle,1.0,1008
7,wheel,1.0,517
7,complete,1.0,112
8,cycle,1.0,493
8,wheel,1.0,289
8,complete,1.0,114
9,cycle,1.0,654
9,wheel,1.0,144
9,complete,1.0,107
10,cycle,1.0,492
10,wheel,1.0,373
10,complete,1.0,62
5,cycle,0.0,10
5,wheel,1.0,198
5,complete,1.0,124
6,cycle,1.0,756
6,wheel,1.0,186
6,complete,1.0,211
7,cycle,0.0,1
7,wheel,1.0,134
7,complete,0.0,236
8,cycle,1.0,953
8,wheel,1.0,454
8,complete,1.0,178
9,cycle,1.0,385
9,wheel,1.0,357
9,complete,1.0,117
10,cycle,1.0,893
10,wheel,1.0,169
10,complete,1.0,150
5,cycle,1.0,236
5,wheel,1.0,266
5,complete,0.0,71
6,cycle,0.0,126
6,wheel,1.0,331
6,complete,1.0,111
7,cycle,1.0,302
7,wheel,1.0,308
7,complete,1.0,236
8,cycle,1.0,970
8,wheel,1.0,334
8,complete,1.0,219
9,cycle,1.0,631
9,wheel,1.0,587
9,complete,0.0,32
10,cycle,1.0,735
10,wheel,1.0,284
10,complete,1.0,211
5,cycle,1.0,391
5,wheel,1.0,298
5,complete,1.0,70
6,cycle,0.0,3
6,wheel,0.0,43
6,complete,1.0,72
7,cycle,0.0,58
7,wheel,1.0,667
7,complete,0.0,16
8,cycle,1.0,227
8,wheel,0.0,29
8,complete,0.0,19
9,cycle,1.0,366
9,wheel,1.0,218
9,complete,1.0,83
10,cycle,1.0,768
10,wheel,1.0,639
10,complete,1.0,74
5,cycle,1.0,327
5,wheel,1.0,150
5,complete,1.0,139
6,cycle,1.0,649
6,wheel,1.0,700
6,complete,1.0,177
7,cycle,1.0,834
7,wheel,1.0,209
7,complete,1.0,88
8,cycle,1.0,851
8,wheel,1.0,187
8,complete,1.0,184
9,cycle,1.0,920
9,wheel,1.0,267
9,complete,1.0,176
10,cycle,1.0,1433
10,wheel,1.0,206
10,complete,1.0,229
5,cycle,1.0,539
5,wheel,1.0,249
5,complete,1.0,52
6,cycle,1.0,446
6,wheel,1.0,1087
6,complete,1.0,244
7,cycle,1.0,1033
7,wheel,1.0,200
7,complete,1.0,313
8,cycle,1.0,446
8,wheel,1.0,300
8,complete,1.0,92
9,cycle,1.0,746
9,wheel,1.0,198
9,complete,0.0,55
10,cycle,1.0,954
10,wheel,1.0,440
10,complete,1.0,133
5,cycle,1.0,730
5,wheel,1.0,554
5,complete,1.0,148
6,cycle,1.0,588
6,wheel,1.0,178
6,complete,1.0,151
7,cycle,1.0,838
7,wheel,1.0,848
7,complete,1.0,276
8,cycle,1.0,815
8,wheel,1.0,688
8,complete,1.0,174
9,cycle,1.0,437
9,wheel,1.0,428
9,complete,1.0,270
10,cycle,1.0,390
10,wheel,1.0,255
10,complete,1.0,56
5,cycle,1.0,623
5,wheel,0.0,1
5,complete,1.0,61
6,cycle,1.0,924
6,wheel,1.0,262
6,complete,1.0,80
7,cycle,1.0,1496
7,wheel,1.0,615
7,complete,1.0,151
8,cycle,1.0,708
8,wheel,1.0,517
8,complete,1.0,86
9,cycle,1.0,489
9,wheel,1.0,341
9,complete,1.0,175
10,cycle,1.0,329
10,wheel,0.0,109
10,complete,1.0,220
5,cycle,1.0,921
5,wheel,1.0,68
5,complete,1.0,116
6,cycle,1.0,758
6,wheel,1.0,350
6,complete,1.0,128
7,cycle,1.0,372
7,wheel,1.0,317
7,complete,1.0,116
8,cycle,1.0,639
8,wheel,1.0,359
8,complete,1.0,75
9,cycle,1.0,212
9,wheel,1.0,160
9,complete,1.0,150
10,cycle,1.0,725
10,wheel,1.0,448
10,complete,0.0,114
5,cycle,1.0,189
5,wheel,1.0,174
5,complete,1.0,66
6,cycle,1.0,510
6,wheel,1.0,1692
6,complete,0.0,66
7,cycle,1.0,441
7,wheel,1.0,675
7,complete,1.0,186
8,cycle,1.0,536
8,wheel,1.0,211
8,complete,1.0,141
9,cycle,1.0,550
9,wheel,1.0,215
9,complete,1.0,269
10,cycle,1.0,514
10,wheel,1.0,63
10,complete,1.0,234
5,cycle,1.0,561
5,wheel,0.0,118
5,complete,1.0,302
6,cycle,1.0,593
6,wheel,1.0,209
6,complete,1.0,104
7,cycle,1.0,421
7,wheel,1.0,474
7,complete,1.0,146
8,cycle,1.0,695
8,wheel,1.0,821
8,complete,1.0,102
9,cycle,1.0,540
9,wheel,1.0,187
9,complete,1.0,129
10,cycle,1.0,786
10,wheel,1.0,345
10,complete,1.0,271
5,cycle,1.0,898
5,wheel,1.0,246
5,complete,1.0,115
6,cycle,1.0,957
6,wheel,1.0,475
6,complete,1.0,133
7,cycle,1.0,298
7,wheel,1.0,316
7,complete,1.0,86
8,cycle,1.0,2113
8,wheel,1.0,368
8,complete,1.0,117
9,cycle,1.0,649
9,wheel,1.0,500
9,complete,1.0,80
10,cycle,1.0,675
10,wheel,1.0,296
10,complete,1.0,165
5,cycle,1.0,274
5,wheel,1.0,299
5,complete,1.0,308
6,cycle,1.0,401
6,wheel,1.0,74
6,complete,1.0,128
7,cycle,1.0,1164
7,wheel,0.0,215
7,complete,1.0,162
8,cycle,0.0,62
8,wheel,1.0,225
8,complete,0.0,17
9,cycle,1.0,472
9,wheel,0.0,106
9,complete,1.0,174
10,cycle,1.0,662
10,wheel,1.0,319
10,complete,0.0,33
5,cycle,1.0,239
5,wheel,1.0,121
5,complete,1.0,354
6,cycle,1.0,339
6,wheel,1.0,244
6,complete,1.0,229
7,cycle,1.0,722
7,wheel,1.0,265
7,complete,1.0,305
8,cycle,1.0,1079
8,wheel,1.0,303
8,complete,1.0,148
9,cycle,1.0,713
9,wheel,1.0,638
9,complete,1.0,57
10,cycle,1.0,786
10,wheel,1.0,601
10,complete,1.0,76
5,cycle,1.0,354
5,wheel,1.0,295
5,complete,1.0,295
6,cycle,1.0,560
6,wheel,1.0,326
6,complete,0.0,157
7,cycle,1.0,604
7,wheel,1.0,152
7,complete,0.0,41
8,cycle,1.0,381
8,wheel,1.0,282
8,complete,1.0,65
9,cycle,1.0,1684
9,wheel,1.0,204
9,complete,1.0,117
10,cycle,1.0,411
10,wheel,1.0,253
10,complete,1.0,61
5,cycle,1.0,585
5,wheel,1.0,277
5,complete,1.0,76
6,cycle,1.0,1223
6,wheel,1.0,895
6,complete,1.0,218
7,cycle,1.0,947
7,wheel,0.0,90
7,complete,1.0,133
8,cycle,1.0,591
8,wheel,1.0,426
8,complete,1.0,85
9,cycle,1.0,507
9,wheel,1.0,403
9,complete,1.0,217
10,cycle,1.0,349
10,wheel,1.0,267
10,complete,1.0,77
5,cycle,0.0,193
5,wheel,1.0,369
5,complete,1.0,194
6,cycle,1.0,912
6,wheel,1.0,268
6,complete,0.0,74
7,cycle,1.0,449
7,wheel,1.0,194
7,complete,1.0,262
8,cycle,0.0,89
8,wheel,1.0,269
8,complete,1.0,46
9,cycle,1.0,736
9,wheel,1.0,663
9,complete,1.0,531
10,cycle,1.0,1384
10,wheel,1.0,404
10,complete,1.0,185
5,cycle,1.0,603
5,wheel,1.0,617
5,complete,0.0,45
6,cycle,1.0,355
6,wheel,1.0,349
6,complete,1.0,434
7,cycle,1.0,564
7,wheel,1.0,1056
7,complete,0.0,38
8,cycle,1.0,617
8,wheel,1.0,1121
8,complete,1.0,145
9,cycle,1.0,250
9,wheel,1.0,252
9,complete,1.0,79
10,cycle,1.0,1811
10,wheel,1.0,1058
10,complete,1.0,64
5,cycle,1.0,349
5,wheel,1.0,298
5,complete,1.0,225
6,cycle,1.0,400
6,wheel,1.0,331
6,complete,1.0,127
7,cycle,1.0,345
7,wheel,1.0,423
7,complete,1.0,125
8,cycle,1.0,650
8,wheel,1.0,398
8,complete,1.0,190
9,cycle,1.0,353
9,wheel,1.0,280
9,complete,1.0,65
10,cycle,1.0,783
10,wheel,1.0,374
10,complete,0.0,60
5,cycle,1.0,459
5,wheel,0.0,93
5,complete,1.0,368
6,cycle,0.0,33
6,wheel,1.0,720
6,complete,1.0,265
7,cycle,1.0,1452
7,wheel,1.0,260
7,complete,0.0,14
8,cycle,1.0,461
8,wheel,1.0,277
8,complete,1.0,78
9,cycle,1.0,970
9,wheel,1.0,744
9,complete,1.0,178
10,cycle,1.0,785
10,wheel,1.0,253
10,complete,1.0,71
5,cycle,1.0,872
5,wheel,1.0,467
5,complete,1.0,350
6,cycle,1.0,1104
6,wheel,1.0,355
6,complete,1.0,135
7,cycle,1.0,374
7,wheel,1.0,172
7,complete,0.0,41
8,cycle,1.0,450
8,wheel,1.0,419
8,complete,1.0,98
9,cycle,1.0,1252
9,wheel,1.0,216
9,complete,1.0,154
10,cycle,1.0,681
10,wheel,1.0,242
10,complete,1.0,60
5,cycle,1.0,280
5,wheel,1.0,274
5,complete,1.0,149
6,cycle,1.0,2007
6,wheel,1.0,772
6,complete,1.0,56
7,cycle,1.0,988
7,wheel,1.0,292
7,complete,1.0,38
8,cycle,0.0,87
8,wheel,1.0,593
8,complete,1.0,65
9,cycle,1.0,1782
9,wheel,1.0,1395
9,complete,1.0,134
10,cycle,1.0,532
10,wheel,1.0,453
10,complete,1.0,122
5,cycle,1.0,514
5,wheel,1.0,314
5,complete,1.0,136
6,cycle,0.0,55
6,wheel,1.0,243
6,complete,1.0,98
7,cycle,1.0,661
7,wheel,1.0,229
7,complete,1.0,203
8,cycle,1.0,593
8,wheel,1.0,285
8,complete,1.0,53
9,cycle,1.0,1153
9,wheel,1.0,311
9,complete,1.0,131
10,cycle,1.0,577
10,wheel,1.0,432
10,complete,1.0,51
5,cycle,1.0,1014
5,wheel,1.0,274
5,complete,1.0,160
6,cycle,1.0,1686
6,wheel,1.0,169
6,complete,1.0,248
7,cycle,1.0,222
7,wheel,1.0,451
7,complete,1.0,360
8,cycle,1.0,1654
8,wheel,1.0,228
8,complete,0.0,12
9,cycle,1.0,704
9,wheel,1.0,375
9,complete,0.0,46
10,cycle,1.0,1020
10,wheel,1.0,363
10,complete,1.0,33
5,cycle,1.0,131
5,wheel,1.0,252
5,complete,1.0,93
6,cycle,0.0,31
6,wheel,1.0,199
6,complete,1.0,42
7,cycle,1.0,846
7,wheel,0.0,6
7,complete,1.0,147
8,cycle,1.0,502
8,wheel,1.0,499
8,complete,1.0,131
9,cycle,1.0,499
9,wheel,1.0,284
9,complete,1.0,126
10,cycle,1.0,1267
10,wheel,1.0,1216
10,complete,1.0,65
5,cycle,1.0,629
5,wheel,1.0,320
5,complete,0.0,1
6,cycle,1.0,815
6,wheel,1.0,128
6,complete,1.0,172
7,cycle,1.0,750
7,wheel,1.0,721
7,complete,1.0,220
8,cycle,1.0,483
8,wheel,1.0,120
8,complete,1.0,237
9,cycle,1.0,676
9,wheel,1.0,597
9,complete,1.0,57
10,cycle,1.0,241
10,wheel,1.0,385
10,complete,1.0,178
5,cycle,1.0,341
5,wheel,1.0,85
5,complete,1.0,296
6,cycle,1.0,582
6,wheel,0.0,8
6,complete,1.0,132
7,cycle,1.0,206
7,wheel,1.0,261
7,complete,1.0,398
8,cycle,1.0,760
8,wheel,1.0,355
8,complete,1.0,99
9,cycle,1.0,726
9,wheel,1.0,216
9,complete,1.0,52
10,cycle,1.0,1013
10,wheel,1.0,746
10,complete,1.0,122
5,cycle,1.0,180
5,wheel,1.0,249
5,complete,1.0,247
6,cycle,0.0,260
6,wheel,0.0,99
6,complete,1.0,164
7,cycle,1.0,406
7,wheel,1.0,497
7,complete,1.0,156
8,cycle,1.0,889
8,wheel,1.0,89
8,complete,1.0,57
9,cycle,1.0,353
9,wheel,1.0,372
9,complete,1.0,144
10,cycle,1.0,660
10,wheel,1.0,208
10,complete,1.0,118
5,cycle,1.0,516
5,wheel,1.0,435
5,complete,1.0,173
6,cycle,1.0,1006
6,wheel,1.0,599
6,complete,1.0,73
7,cycle,1.0,996
7,wheel,1.0,248
7,complete,1.0,138
8,cycle,1.0,412
8,wheel,1.0,476
8,complete,1.0,178
9,cycle,1.0,496
9,wheel,1.0,349
9,complete,1.0,127
10,cycle,1.0,340
10,wheel,1.0,262
10,complete,1.0,32
5,cycle,1.0,374
5,wheel,1.0,400
5,complete,1.0,339
6,cycle,1.0,726
6,wheel,1.0,232
6,complete,0.0,37
7,cycle,1.0,671
7,wheel,1.0,559
7,complete,1.0,189
8,cycle,1.0,662
8,wheel,1.0,274
8,complete,1.0,470
9,cycle,1.0,485
9,wheel,1.0,374
9,complete,1.0,71
10,cycle,1.0,531
10,wheel,1.0,156
10,complete,1.0,65
5,cycle,1.0,305
5,wheel,1.0,309
5,complete,1.0,286
6,cycle,1.0,497
6,wheel,1.0,98
6,complete,1.0,79
7,cycle,1.0,527
7,wheel,1.0,619
7,complete,1.0,217
8,cycle,1.0,429
8,wheel,1.0,257
8,complete,0.0,30
9,cycle,1.0,876
9,wheel,1.0,248
9,complete,1.0,77
10,cycle,1.0,220
10,wheel,1.0,323
10,complete,1.0,66
5,cycle,1.0,852
5,wheel,0.0,113
5,complete,1.0,401
6,cycle,1.0,644
6,wheel,0.0,62
6,complete,1.0,240
7,cycle,0.0,31
7,wheel,0.0,64
7,complete,1.0,59
8,cycle,1.0,181
8,wheel,1.0,262
8,complete,1.0,134
9,cycle,1.0,1344
9,wheel,1.0,751
9,complete,1.0,86
10,cycle,1.0,229
10,wheel,1.0,236
10,complete,1.0,111
5,cycle,1.0,128
5,wheel,1.0,309
5,complete,1.0,53
6,cycle,1.0,883
6,wheel,1.0,611
6,complete,1.0,248
7,cycle,1.0,502
7,wheel,1.0,976
7,complete,1.0,81
8,cycle,1.0,432
8,wheel,1.0,629
8,complete,0.0,46
9,cycle,1.0,428
9,wheel,1.0,220
9,complete,1.0,130
10,cycle,1.0,841
10,wheel,1.0,234
10,complete,1.0,357
5,cycle,0.0,1
5,wheel,1.0,263
5,complete,1.0,225
6,cycle,1.0,967
6,wheel,1.0,452
6,complete,1.0,103
7,cycle,0.0,6
7,wheel,1.0,268
7,complete,0.0,10
8,cycle,1.0,653
8,wheel,1.0,474
8,complete,1.0,98
9,cycle,1.0,922
9,wheel,0.0,45
9,complete,1.0,194
10,cycle,1.0,1638
10,wheel,1.0,479
10,complete,1.0,57
5,cycle,1.0,994
5,wheel,1.0,355
5,complete,1.0,165
6,cycle,1.0,231
6,wheel,1.0,150
6,complete,1.0,265
7,cycle,1.0,131
7,wheel,1.0,282
7,complete,1.0,148
8,cycle,1.0,625
8,wheel,1.0,285
8,complete,1.0,115
9,cycle,1.0,1825
9,wheel,1.0,208
9,complete,0.0,22
10,cycle,1.0,824
10,wheel,1.0,646
10,complete,1.0,47
5,cycle,1.0,281
5,wheel,1.0,458
5,complete,0.0,6
6,cycle,1.0,691
6,wheel,1.0,136
6,complete,1.0,89
7,cycle,1.0,311
7,wheel,1.0,322
7,complete,1.0,80
8,cycle,1.0,184
8,wheel,1.0,110
8,complete,1.0,257
9,cycle,1.0,998
9,wheel,1.0,164
9,complete,1.0,112
10,cycle,1.0,1415
10,wheel,1.0,209
10,complete,1.0,74
5,cycle,1.0,213
5,wheel,1.0,734
5,complete,1.0,81
6,cycle,1.0,587
6,wheel,1.0,453
6,complete,1.0,504
7,cycle,0.0,59
7,wheel,1.0,317
7,complete,0.0,78
8,cycle,1.0,745
8,wheel,1.0,568
8,complete,1.0,74
9,cycle,1.0,441
9,wheel,1.0,352
9,complete,1.0,107
10,cycle,1.0,413
10,wheel,1.0,647
10,complete,1.0,38
5,cycle,1.0,422
5,wheel,1.0,152
5,complete,1.0,362
6,cycle,1.0,611
6,wheel,1.0,410
6,complete,0.0,15
7,cycle,1.0,514
7,wheel,0.0,30
7,complete,1.0,427
8,cycle,1.0,379
8,wheel,1.0,628
8,complete,1.0,57
9,cycle,1.0,467
9,wheel,1.0,200
9,complete,1.0,105
10,cycle,1.0,647
10,wheel,1.0,883
10,complete,1.0,80
5,cycle,1.0,984
5,wheel,0.0,7
5,complete,1.0,377
6,cycle,1.0,510
6,wheel,1.0,447
6,complete,1.0,207
7,cycle,0.0,33
7,wheel,1.0,198
7,complete,1.0,102
8,cycle,1.0,622
8,wheel,1.0,1449
8,complete,1.0,111
9,cycle,1.0,1448
9,wheel,1.0,183
9,complete,1.0,37
10,cycle,1.0,796
10,wheel,1.0,831
10,complete,1.0,70
5,cycle,0.0,3
5,wheel,0.0,14
5,complete,1.0,142
6,cycle,1.0,257
6,wheel,1.0,1360
6,complete,1.0,174
7,cycle,1.0,1192
7,wheel,1.0,382
7,complete,1.0,59
8,cycle,1.0,422
8,wheel,1.0,586
8,complete,1.0,41
9,cycle,1.0,393
9,wheel,0.0,143
9,complete,1.0,48
10,cycle,1.0,521
10,wheel,1.0,501
10,complete,1.0,19
5,cycle,0.0,1
5,wheel,1.0,742
5,complete,1.0,272
6,cycle,1.0,832
6,wheel,1.0,253
6,complete,1.0,119
7,cycle,1.0,510
7,wheel,1.0,427
7,complete,1.0,208
8,cycle,0.0,384
8,wheel,1.0,279
8,complete,1.0,108
9,cycle,1.0,620
9,wheel,1.0,567
9,complete,1.0,161
10,cycle,1.0,671
10,wheel,1.0,520
10,complete,1.0,159
5,cycle,1.0,245
5,wheel,1.0,197
5,complete,1.0,366
6,cycle,1.0,323
6,wheel,1.0,348
6,complete,1.0,236
7,cycle,1.0,197
7,wheel,1.0,107
7,complete,1.0,168
8,cycle,1.0,281
8,wheel,1.0,539
8,complete,1.0,235
9,cycle,1.0,2281
9,wheel,1.0,544
9,complete,1.0,163
10,cycle,1.0,923
10,wheel,1.0,438
10,complete,1.0,120
5,cycle,1.0,678
