n_agents,shape,conclusion,steps
7,complete,1.0,105
8,cycle,1.0,891
8,wheel,1.0,299
8,complete,1.0,61
9,cycle,1.0,566
9,wheel,1.0,222
9,complete,1.0,438
10,cycle,1.0,1043
10,wheel,1.0,436
10,complete,1.0,63
5,cycle,1.0,656
5,wheel,0.0,99
5,complete,1.0,172
6,cycle,1.0,595
6,wheel,0.0,39
6,complete,1.0,251
7,cycle,1.0,1191
7,wheel,1.0,176
7,complete,1.0,83
8,cycle,1.0,867
8,wheel,1.0,130
8,complete,1.0,227
9,cycle,1.0,1980
9,wheel,0.0,108
9,complete,1.0,174
10,cycle,1.0,870
10,wheel,1.0,305
10,complete,1.0,153
5,cycle,1.0,359
5,wheel,1.0,214
5,complete,1.0,226
6,cycle,0.0,8
6,wheel,0.0,1
6,complete,1.0,230
7,cycle,1.0,739
7,wheel,0.0,1
7,complete,0.0,4
8,cycle,1.0,669
8,wheel,1.0,623
8,complete,1.0,144
9,cycle,1.0,522
9,wheel,1.0,252
9,complete,1.0,177
10,cycle,1.0,552
10,wheel,1.0,352
10,complete,1.0,87
5,cycle,1.0,308
5,wheel,0.0,1
5,complete,0.0,61
6,cycle,1.0,416
6,wheel,1.0,177
6,complete,1.0,401
7,cycle,1.0,1137
7,wheel,1.0,325
7,complete,1.0,104
8,cycle,1.0,855
8,wheel,1.0,308
8,complete,1.0,185
9,cycle,1.0,517
9,wheel,1.0,370
9,complete,1.0,99
10,cycle,1.0,539
10,wheel,0.0,45
10,complete,1.0,120
5,cycle,1.0,324
5,wheel,1.0,309
5,complete,1.0,152
6,cycle,1.0,716
6,wheel,1.0,193
6,complete,1.0,264
7,cycle,1.0,609
7,wheel,0.0,183
7,complete,1.0,94
8,cycle,1.0,269
8,wheel,1.0,226
8,complete,1.0,136
9,cycle,1.0,442
9,wheel,1.0,658
9,complete,1.0,98
10,cycle,1.0,612
10,wheel,1.0,303
10,complete,1.0,77
5,cycle,1.0,319
5,wheel,1.0,255
5,complete,1.0,492
6,cycle,1.0,1310
6,wheel,1.0,692
6,complete,1.0,258
7,cycle,1.0,457
7,wheel,1.0,891
7,complete,1.0,106
8,cycle,1.0,1062
8,wheel,1.0,310
8,complete,1.0,154
9,cycle,1.0,2309
9,wheel,1.0,263
9,complete,1.0,53
10,cycle,1.0,978
10,wheel,1.0,280
10,complete,1.0,81
5,cycle,1.0,310
5,wheel,0.0,142
5,complete,0.0,19
6,cycle,1.0,281
6,wheel,1.0,374
6,complete,0.0,15
7,cycle,1.0,430
7,wheel,1.0,169
7,complete,1.0,52
8,cycle,1.0,1137
8,wheel,1.0,417
8,complete,1.0,84
9,cycle,1.0,633
9,wheel,1.0,459
9,complete,1.0,69
10,cycle,1.0,343
10,wheel,1.0,485
10,complete,1.0,229
5,cycle,1.0,341
5,wheel,1.0,222
5,complete,0.0,53
6,cycle,1.0,536
6,wheel,0.0,15
6,complete,1.0,158
7,cycle,1.0,695
7,wheel,1.0,432
7,complete,1.0,127
8,cycle,1.0,1125
8,wheel,1.0,415
8,complete,1.0,581
9,cycle,1.0,535
9,wheel,1.0,250
9,complete,1.0,1012
10,cycle,1.0,771
10,wheel,1.0,361
10,complete,0.0,35
5,cycle,1.0,1004
5,wheel,0.0,47
5,complete,0.0,61
6,cycle,1.0,157
6,wheel,0.0,71
6,complete,1.0,160
7,cycle,1.0,781
7,wheel,0.0,661
7,complete,1.0,113
8,cycle,1.0,1106
8,wheel,1.0,576
8,complete,1.0,207
9,cycle,1.0,892
9,wheel,1.0,610
9,complete,1.0,158
10,cycle,1.0,1267
10,wheel,1.0,448
10,complete,0.0,187
5,cycle,0.0,1
5,wheel,1.0,348
5,complete,0.0,15
6,cycle,1.0,291
6,wheel,1.0,396
6,complete,1.0,170
7,cycle,1.0,517
7,wheel,1.0,123
7,complete,1.0,218
8,cycle,1.0,288
8,wheel,1.0,466
8,complete,1.0,256
9,cycle,1.0,398
9,wheel,1.0,205
9,complete,1.0,71
10,cycle,1.0,441
10,wheel,1.0,788
10,complete,1.0,269
5,cycle,1.0,339
5,wheel,1.0,306
5,complete,1.0,128
6,cycle,1.0,411
6,wheel,1.0,501
6,complete,1.0,271
7,cycle,1.0,401
7,wheel,1.0,544
7,complete,1.0,305
8,cycle,1.0,912
8,wheel,1.0,378
8,complete,1.0,293
9,cycle,1.0,893
9,wheel,1.0,206
9,complete,1.0,118
10,cycle,1.0,711
10,wheel,1.0,529
10,complete,1.0,43
5,cycle,1.0,404
5,wheel,1.0,261
5,complete,1.0,252
6,cycle,1.0,253
6,wheel,1.0,102
6,complete,1.0,115
7,cycle,0.0,126
7,wheel,1.0,561
7,complete,1.0,705
8,cycle,1.0,1086
8,wheel,1.0,346
8,complete,1.0,325
9,cycle,1.0,1093
9,wheel,1.0,918
9,complete,1.0,92
10,cycle,1.0,892
10,wheel,1.0,405
10,complete,1.0,340
5,cycle,1.0,290
5,wheel,1.0,268
5,complete,1.0,321
6,cycle,1.0,870
6,wheel,0.0,103
6,complete,1.0,54
7,cycle,1.0,788
7,wheel,1.0,255
7,complete,1.0,127
8,cycle,1.0,740
8,wheel,1.0,102
8,complete,1.0,99
9,cycle,1.0,345
9,wheel,1.0,186
9,complete,0.0,102
10,cycle,1.0,589
10,wheel,1.0,232
10,complete,1.0,183
5,cycle,1.0,115
5,wheel,1.0,144
5,complete,1.0,57
6,cycle,1.0,246
6,wheel,1.0,73
6,complete,0.0,16
7,cycle,1.0,793
7,wheel,1.0,490
7,complete,1.0,137
8,cycle,1.0,196
8,wheel,1.0,114
8,complete,1.0,42
9,cycle,1.0,182
9,wheel,1.0,186
9,complete,1.0,29
10,cycle,1.0,620
10,wheel,1.0,356
10,complete,1.0,53
5,cycle,1.0,287
5,wheel,1.0,394
5,complete,1.0,745
6,cycle,1.0,516
6,wheel,1.0,488
6,complete,1.0,173
7,cycle,1.0,437
7,wheel,1.0,783
7,complete,1.0,78
8,cycle,1.0,909
8,wheel,1.0,617
8,complete,1.0,151
9,cycle,1.0,1403
9,wheel,1.0,236
9,complete,1.0,119
10,cycle,1.0,712
10,wheel,1.0,868
10,complete,0.0,21
5,cycle,1.0,466
5,wheel,1.0,216
5,complete,0.0,1
6,cycle,1.0,375
6,wheel,1.0,276
6,complete,1.0,57
7,cycle,1.0,293
7,wheel,1.0,121
7,complete,1.0,54
8,cycle,1.0,1551
8,wheel,1.0,178
8,complete,1.0,92
9,cycle,1.0,550
9,wheel,1.0,224
9,complete,1.0,175
10,cycle,1.0,1247
10,wheel,1.0,259
10,complete,1.0,101
5,cycle,1.0,1410
5,wheel,1.0,127
5,complete,1.0,115
6,cycle,1.0,244
6,wheel,1.0,877
6,complete,1.0,138
7,cycle,1.0,811
7,wheel,1.0,526
7,complete,1.0,110
8,cycle,1.0,1551
8,wheel,1.0,294
8,complete,1.0,84
9,cycle,1.0,1112
9,wheel,1.0,283
9,complete,1.0,59
10,cycle,1.0,1277
10,wheel,1.0,704
10,complete,1.0,227
5,cycle,1.0,564
5,wheel,0.0,147
5,complete,1.0,174
6,cycle,1.0,863
6,wheel,1.0,424
6,complete,1.0,261
7,cycle,1.0,376
7,wheel,1.0,257
7,complete,1.0,84
8,cycle,1.0,482
8,wheel,1.0,284
8,complete,1.0,106
9,cycle,1.0,1024
9,wheel,1.0,1669
9,complete,1.0,125
10,cycle,1.0,915
10,wheel,1.0,485
10,complete,1.0,69
5,cycle,1.0,455
5,wheel,1.0,323
5,complete,0.0,27
6,cycle,1.0,1021
6,wheel,0.0,1
6,complete,1.0,285
7,cycle,1.0,631
7,wheel,1.0,105
7,complete,1.0,215
8,cycle,1.0,404
8,wheel,1.0,226
8,complete,1.0,561
9,cycle,1.0,425
9,wheel,1.0,87
9,complete,1.0,127
10,cycle,1.0,2183
10,wheel,1.0,565
10,complete,1.0,87
5,cycle,1.0,1124
5,wheel,1.0,186
5,complete,1.0,107
6,cycle,0.0,51
6,wheel,1.0,515
6,complete,1.0,114
7,cycle,1.0,936
7,wheel,1.0,254
7,complete,1.0,669
8,cycle,1.0,314
8,wheel,1.0,309
8,complete,1.0,41
9,cycle,1.0,558
9,wheel,1.0,708
9,complete,1.0,220
10,cycle,1.0,1102
10,wheel,1.0,383
10,complete,1.0,97
5,cycle,1.0,659
5,wheel,1.0,232
5,complete,0.0,145
6,cycle,1.0,624
6,wheel,0.0,29
6,complete,1.0,250
7,cycle,1.0,462
7,wheel,1.0,797
7,complete,1.0,147
8,cycle,1.0,153
8,wheel,1.0,147
8,complete,0.0,34
9,cycle,1.0,406
9,wheel,1.0,196
9,complete,1.0,75
10,cycle,1.0,747
10,wheel,1.0,207
10,complete,1.0,120
5,cycle,1.0,455
5,wheel,0.0,35
5,complete,1.0,227
6,cycle,1.0,869
6,wheel,1.0,270
6,complete,1.0,149
7,cycle,1.0,299
7,wheel,1.0,297
7,complete,1.0,110
8,cycle,1.0,521
8,wheel,1.0,301
8,complete,1.0,57
9,cycle,1.0,643
9,wheel,1.0,160
9,complete,1.0,309
10,cycle,1.0,824
10,wheel,1.0,469
10,complete,1.0,54
5,cycle,1.0,175
5,wheel,1.0,820
5,complete,1.0,213
6,cycle,1.0,387
6,wheel,1.0,695
6,complete,0.0,53
7,cycle,0.0,12
7,wheel,1.0,408
7,complete,1.0,438
8,cycle,1.0,507
8,wheel,1.0,657
8,complete,1.0,130
9,cycle,1.0,390
9,wheel,1.0,177
9,complete,0.0,13
10,cycle,1.0,764
10,wheel,1.0,808
10,complete,1.0,112
5,cycle,1.0,138
5,wheel,1.0,505
5,complete,1.0,137
6,cycle,1.0,237
6,wheel,1.0,193
6,complete,1.0,83
7,cycle,1.0,697
7,wheel,1.0,308
7,complete,1.0,75
8,cycle,0.0,143
8,wheel,0.0,92
8,complete,1.0,92
9,cycle,1.0,374
9,wheel,1.0,567
9,complete,1.0,222
10,cycle,1.0,486
10,wheel,1.0,517
10,complete,1.0,115
5,cycle,1.0,190
5,wheel,1.0,363
5,complete,1.0,118
6,cycle,0.0,41
6,wheel,1.0,142
6,complete,1.0,75
7,cycle,1.0,1132
7,wheel,1.0,604
7,complete,1.0,129
8,cycle,1.0,735
8,wheel,1.0,258
8,complete,1.0,94
9,cycle,1.0,677
9,wheel,1.0,835
9,complete,1.0,133
10,cycle,1.0,822
10,wheel,1.0,577
10,complete,1.0,71
5,cycle,1.0,259
5,wheel,1.0,72
5,complete,1.0,196
6,cycle,1.0,608
6,wheel,1.0,293
6,complete,1.0,124
7,cycle,1.0,377
7,wheel,1.0,665
7,complete,1.0,109
8,cycle,1.0,373
8,wheel,0.0,143
8,complete,1.0,349
9,cycle,1.0,646
9,wheel,1.0,416
9,complete,1.0,76
10,cycle,1.0,1184
10,wheel,1.0,532
10,complete,1.0,192
5,cycle,1.0,259
5,wheel,1.0,100
5,complete,1.0,235
6,cycle,1.0,517
6,wheel,1.0,140
6,complete,1.0,168
7,cycle,1.0,1500
7,wheel,1.0,575
7,complete,0.0,16
8,cycle,1.0,377
8,wheel,1.0,222
8,complete,0.0,45
9,cycle,1.0,1178
9,wheel,1.0,483
9,complete,1.0,171
10,cycle,1.0,2229
10,wheel,1.0,558
10,complete,1.0,111
5,cycle,1.0,290
5,wheel,1.0,86
5,complete,1.0,107
6,cycle,1.0,597
6,wheel,1.0,506
6,complete,1.0,43
7,cycle,1.0,599
7,wheel,1.0,153
7,complete,0.0,168
8,cycle,1.0,386
8,wheel,0.0,69
8,complete,1.0,61
9,cycle,1.0,889
9,wheel,1.0,147
9,complete,1.0,44
10,cycle,1.0,474
10,wheel,1.0,1064
10,complete,1.0,147
5,cycle,1.0,168
5,wheel,1.0,283
5,complete,1.0,243
6,cycle,1.0,764
6,wheel,1.0,171
6,complete,0.0,1
7,cycle,1.0,314
7,wheel,1.0,402
7,complete,1.0,325
8,cycle,1.0,365
8,wheel,1.0,448
8,complete,1.0,56
9,cycle,1.0,1187
9,wheel,1.0,562
9,complete,1.0,113
10,cycle,1.0,815
10,wheel,1.0,1023
10,complete,1.0,222
5,cycle,1.0,623
5,wheel,1.0,324
5,complete,1.0,250
6,cycle,1.0,618
6,wheel,1.0,192
6,complete,0.0,8
7,cycle,1.0,320
7,wheel,1.0,362
7,complete,1.0,28
8,cycle,1.0,1695
8,wheel,1.0,160
8,complete,0.0,4
9,cycle,1.0,381
9,wheel,1.0,321
9,complete,1.0,104
10,cycle,1.0,1172
10,wheel,0.0,114
10,complete,1.0,177
5,cycle,1.0,151
5,wheel,1.0,469
5,complete,1.0,77
6,cycle,1.0,699
6,wheel,1.0,278
6,complete,1.0,103
7,cycle,1.0,1032
7,wheel,1.0,166
7,complete,1.0,96
8,cycle,1.0,360
8,wheel,1.0,667
8,complete,1.0,134
9,cycle,1.0,2384
9,wheel,1.0,225
9,complete,1.0,64
10,cycle,1.0,427
10,wheel,1.0,385
10,complete,1.0,62
5,cycle,1.0,741
5,wheel,1.0,245
5,complete,0.0,1
6,cycle,1.0,449
6,wheel,0.0,1
6,complete,1.0,268
7,cycle,1.0,246
7,wheel,1.0,114
7,complete,0.0,112
8,cycle,1.0,715
8,wheel,1.0,175
8,complete,1.0,101
9,cycle,1.0,1310
9,wheel,1.0,274
9,complete,1.0,74
10,cycle,1.0,1073
10,wheel,1.0,337
10,complete,1.0,168
5,cycle,1.0,252
5,wheel,1.0,446
5,complete,1.0,65
6,cycle,1.0,511
6,wheel,1.0,189
6,complete,1.0,157
7,cycle,1.0,537
7,wheel,1.0,525
7,complete,1.0,258
8,cycle,1.0,1194
8,wheel,1.0,231
8,complete,1.0,75
9,cycle,1.0,849
9,wheel,1.0,785
9,complete,1.0,122
10,cycle,1.0,401
10,wheel,1.0,150
10,complete,1.0,67
5,cycle,1.0,825
5,wheel,1.0,312
5,complete,1.0,175
6,cycle,1.0,916
6,wheel,1.0,223
6,complete,1.0,434
7,cycle,1.0,364
7,wheel,1.0,509
7,complete,1.0,173
8,cycle,1.0,1239
8,wheel,0.0,120
8,complete,1.0,97
9,cycle,1.0,573
9,wheel,1.0,225
9,complete,0.0,42
10,cycle,1.0,1301
10,wheel,1.0,727
10,complete,1.0,114
5,cycle,0.0,19
5,wheel,1.0,162
5,complete,1.0,75
6,cycle,1.0,718
6,wheel,1.0,410
6,complete,1.0,145
7,cycle,1.0,250
7,wheel,1.0,152
7,complete,0.0,24
8,cycle,0.0,1
8,wheel,1.0,159
8,complete,1.0,263
9,cycle,1.0,869
9,wheel,1.0,255
9,complete,1.0,280
10,cycle,1.0,503
10,wheel,1.0,1206
10,complete,1.0,104
5,cycle,1.0,708
5,wheel,1.0,270
5,complete,1.0,53
6,cycle,1.0,353
6,wheel,1.0,485
6,complete,0.0,39
7,cycle,1.0,386
7,wheel,1.0,434
7,complete,0.0,62
8,cycle,1.0,497
8,wheel,1.0,468
8,complete,1.0,71
9,cycle,1.0,1398
9,wheel,1.0,390
9,complete,1.0,47
10,cycle,1.0,561
10,wheel,1.0,255
10,complete,1.0,196
5,cycle,1.0,370
5,wheel,0.0,1
5,complete,1.0,179
6,cycle,1.0,379
6,wheel,1.0,192
6,complete,1.0,113
7,cycle,0.0,78
7,wheel,1.0,746
7,complete,0.0,1
8,cycle,1.0,629
8,wheel,1.0,482
8,complete,1.0,161
9,cycle,1.0,237
9,wheel,1.0,245
9,complete,1.0,155
10,cycle,1.0,1031
10,wheel,1.0,470
10,complete,1.0,113
5,cycle,1.0,464
5,wheel,1.0,226
5,complete,1.0,148
6,cycle,1.0,222
6,wheel,1.0,423
6,complete,1.0,124
7,cycle,1.0,1069
7,wheel,1.0,306
7,complete,1.0,232
8,cycle,1.0,753
8,wheel,1.0,354
8,complete,1.0,87
9,cycle,1.0,993
9,wheel,1.0,302
9,complete,1.0,64
10,cycle,1.0,1185
10,wheel,1.0,401
10,complete,1.0,407
5,cycle,1.0,1132
5,wheel,0.0,255
5,complete,1.0,744
6,cycle,1.0,647
6,wheel,1.0,51
6,complete,1.0,67
7,cycle,1.0,1683
7,wheel,1.0,792
7,complete,1.0,90
8,cycle,1.0,492
8,wheel,1.0,240
8,complete,1.0,42
9,cycle,1.0,573
9,wheel,1.0,251
9,complete,1.0,113
10,cycle,1.0,951
10,wheel,1.0,259
10,complete,1.0,73
5,cycle,1.0,621
5,wheel,1.0,277
5,complete,0.0,90
6,cycle,1.0,470
6,wheel,1.0,387
6,complete,1.0,202
7,cycle,1.0,778
7,wheel,1.0,331
7,complete,1.0,191
8,cycle,1.0,134
8,wheel,1.0,309
8,complete,1.0,102
9,cycle,1.0,635
9,wheel,1.0,378
9,complete,1.0,109
10,cycle,1.0,251
10,wheel,1.0,223
10,complete,1.0,61
5,cycle,1.0,201
5,wheel,0.0,18
5,complete,1.0,345
6,cycle,1.0,284
6,wheel,1.0,291
6,complete,1.0,163
7,cycle,1.0,322
7,wheel,1.0,1014
7,complete,0.0,108
8,cycle,1.0,317
8,wheel,1.0,1582
8,complete,1.0,209
9,cycle,1.0,327
9,wheel,1.0,525
9,complete,1.0,189
10,cycle,1.0,495
10,wheel,1.0,190
10,complete,1.0,189
5,cycle,1.0,409
5,wheel,1.0,518
5,complete,1.0,170
6,cycle,1.0,455
6,wheel,1.0,1038
6,complete,1.0,147
7,cycle,1.0,658
7,wheel,1.0,141
7,complete,1.0,72
8,cycle,1.0,594
8,wheel,1.0,294
8,complete,1.0,89
9,cycle,1.0,243
9,wheel,1.0,734
9,complete,1.0,110
10,cycle,1.0,204
10,wheel,1.0,680
10,complete,1.0,575
5,cycle,1.0,317
5,wheel,1.0,519
5,complete,1.0,97
6,cycle,1.0,852
6,wheel,0.0,36
6,complete,1.0,51
7,cycle,1.0,734
7,wheel,1.0,166
7,complete,1.0,254
8,cycle,1.0,724
8,wheel,1.0,533
8,complete,1.0,52
9,cycle,1.0,2355
9,wheel,1.0,344
9,complete,1.0,102
10,cycle,1.0,2062
10,wheel,1.0,476
10,complete,0.0,21
5,cycle,1.0,91
5,wheel,1.0,311
5,complete,1.0,32
6,cycle,1.0,289
6,wheel,1.0,316
6,complete,1.0,161
7,cycle,1.0,2079
7,wheel,0.0,1
7,complete,1.0,106
8,cycle,1.0,196
8,wheel,1.0,301
8,complete,1.0,67
9,cycle,1.0,255
9,wheel,0.0,2
9,complete,1.0,62
10,cycle,1.0,645
10,wheel,1.0,363
10,complete,1.0,260
5,cycle,1.0,230
5,wheel,0.0,87
5,complete,0.0,23
6,cycle,1.0,408
6,wheel,0.0,1
6,complete,0.0,1
7,cycle,1.0,1218
7,wheel,1.0,134
7,complete,1.0,186
8,cycle,1.0,1918
8,wheel,1.0,287
8,complete,1.0,121
9,cycle,1.0,533
9,wheel,1.0,243
9,complete,1.0,43
10,cycle,1.0,1137
10,wheel,1.0,965
10,complete,1.0,129
5,cycle,1.0,1062
5,wheel,1.0,111
5,complete,0.0,1
6,cycle,1.0,503
6,wheel,0.0,21
6,complete,1.0,157
7,cycle,1.0,424
7,wheel,1.0,728
7,complete,1.0,184
8,cycle,1.0,935
8,wheel,1.0,363
8,complete,1.0,60
9,cycle,1.0,471
9,wheel,1.0,851
9,complete,1.0,122
10,cycle,1.0,2225
10,wheel,1.0,950
10,complete,1.0,153
5,cycle,1.0,762
5,wheel,1.0,392
5,complete,1.0,236
6,cycle,1.0,162
6,wheel,1.0,182
6,complete,1.0,300
7,cycle,1.0,227
7,wheel,1.0,676
7,complete,1.0,135
8,cycle,1.0,1005
8,wheel,1.0,196
8,complete,1.0,261
9,cycle,1.0,1987
9,wheel,1.0,464
9,complete,1.0,24
10,cycle,1.0,831
10,wheel,1.0,412
10,complete,1.0,133
5,cycle,1.0,580
5,wheel,1.0,375
5,complete,1.0,96
6,cycle,1.0,506
6,wheel,0.0,55
6,complete,1.0,63
7,cycle,1.0,258
7,wheel,1.0,197
7,complete,1.0,470
8,cycle,1.0,858
8,wheel,1.0,394
8,complete,1.0,65
9,cycle,1.0,603
9,wheel,1.0,254
9,complete,1.0,108
10,cycle,1.0,611
10,wheel,1.0,688
10,complete,1.0,77
5,cycle,1.0,339
5,wheel,0.0,116
5,complete,1.0,65
6,cycle,1.0,478
6,wheel,1.0,258
6,complete,1.0,66
7,cycle,1.0,569
7,wheel,1.0,344
7,complete,1.0,307
8,cycle,1.0,403
8,wheel,1.0,295
8,complete,1.0,173
9,cycle,0.0,43
9,wheel,1.0,257
9,complete,1.0,282
10,cycle,1.0,1366
10,wheel,1.0,575
10,complete,1.0,124
5,cycle,0.0,1
5,wheel,1.0,233
5,complete,1.0,422
6,cycle,1.0,689
6,wheel,1.0,884
6,complete,1.0,306
7,cycle,0.0,103
7,wheel,1.0,173
7,complete,0.0,72
8,cycle,1.0,878
8,wheel,1.0,143
8,complete,1.0,55
9,cycle,1.0,1698
9,wheel,1.0,240
9,complete,1.0,47
10,cycle,1.0,304
10,wheel,1.0,491
10,complete,1.0,176
5,cycle,1.0,722
5,wheel,1.0,215
5,complete,0.0,1
6,cycle,1.0,248
6,wheel,1.0,439
6,complete,1.0,37
7,cycle,1.0,438
7,wheel,1.0,345
7,complete,1.0,43
8,cycle,1.0,782
8,wheel,1.0,293
8,complete,1.0,187
9,cycle,1.0,182
9,wheel,1.0,254
9,complete,0.0,32
10,cycle,1.0,1042
10,wheel,1.0,338
10,complete,0.0,8
5,cycle,1.0,143
5,wheel,0.0,12
5,complete,1.0,176
6,cycle,1.0,113
6,wheel,1.0,504
6,complete,1.0,113
7,cycle,1.0,479
7,wheel,1.0,187
7,complete,1.0,164
8,cycle,1.0,672
8,wheel,1.0,149
8,complete,1.0,148
9,cycle,1.0,276
9,wheel,1.0,235
9,complete,1.0,120
10,cycle,1.0,766
10,wheel,1.0,519
10,complete,1.0,165
5,cycle,1.0,183
5,wheel,1.0,67
5,complete,1.0,153
6,cycle,1.0,497
6,wheel,1.0,579
6,complete,0.0,107
7,cycle,1.0,758
7,wheel,1.0,601
7,complete,1.0,230
8,cycle,1.0,499
8,wheel,1.0,606
8,complete,1.0,106
9,cycle,1.0,757
9,wheel,1.0,207
9,complete,1.0,164
10,cycle,1.0,1404
10,wheel,1.0,258
10,complete,1.0,125
5,cycle,0.0,47
5,wheel,1.0,157
5,complete,1.0,155
6,cycle,1.0,1003
6,wheel,1.0,460
6,complete,1.0,55
7,cycle,1.0,176
7,wheel,1.0,317
7,complete,1.0,173
8,cycle,1.0,292
8,wheel,0.0,3
8,complete,1.0,112
9,cycle,1.0,391
9,wheel,1.0,511
9,complete,1.0,67
10,cycle,1.0,315
10,wheel,1.0,821
10,complete,1.0,79
5,cycle,1.0,306
5,wheel,1.0,258
5,complete,1.0,112
6,cycle,1.0,163
6,wheel,1.0,238
6,complete,1.0,260
7,cycle,0.0,15
7,wheel,1.0,377
7,complete,0.0,45
8,cycle,1.0,1170
8,wheel,1.0,506
8,complete,1.0,300
9,cycle,1.0,235
9,wheel,1.0,430
9,complete,1.0,164
10,cycle,1.0,445
10,wheel,1.0,209
10,complete,0.0,39
5,cycle,0.0,11
5,wheel,1.0,283
5,complete,1.0,115
6,cycle,1.0,509
6,wheel,1.0,343
6,complete,0.0,95
7,cycle,1.0,709
7,wheel,1.0,811
7,complete,1.0,362
8,cycle,1.0,441
8,wheel,1.0,89
8,complete,1.0,194
9,cycle,1.0,1366
9,wheel,1.0,571
9,complete,1.0,84
10,cycle,0.0,32
10,wheel,1.0,621
10,complete,1.0,181
5,cycle,1.0,377
5,wheel,1.0,106
5,complete,1.0,330
6,cycle,0.0,14
6,wheel,1.0,152
6,complete,1.0,127
7,cycle,1.0,560
7,wheel,1.0,115
7,complete,1.0,118
8,cycle,1.0,613
8,wheel,1.0,580
8,complete,1.0,657
9,cycle,1.0,1962
9,wheel,1.0,296
9,complete,1.0,112
10,cycle,1.0,679
10,wheel,1.0,201
10,complete,1.0,94
5,cycle,0.0,1
5,wheel,1.0,100
5,complete,1.0,670
6,cycle,1.0,1623
6,wheel,1.0,198
6,complete,1.0,272
7,cycle,1.0,816
7,wheel,0.0,37
7,complete,1.0,136
8,cycle,1.0,460
8,wheel,1.0,320
8,complete,1.0,122
9,cycle,1.0,467
9,wheel,1.0,156
9,complete,1.0,426
10,cycle,1.0,1575
10,wheel,1.0,588
10,complete,1.0,134
5,cycle,1.0,253
5,wheel,1.0,91
5,complete,1.0,64
6,cycle,1.0,787
6,wheel,1.0,205
6,complete,1.0,119
7,cycle,1.0,178
7,wheel,1.0,274
7,complete,1.0,193
8,cycle,1.0,421
8,wheel,1.0,340
8,complete,1.0,43
9,cycle,1.0,1048
9,wheel,1.0,449
9,complete,1.0,55
10,cycle,1.0,1763
10,wheel,1.0,880
10,complete,1.0,85
5,cycle,1.0,274
5,wheel,1.0,87
5,complete,1.0,98
6,cycle,1.0,518
6,wheel,1.0,298
6,complete,1.0,931
7,cycle,0.0,8
7,wheel,1.0,606
7,complete,0.0,2
8,cycle,1.0,595
8,wheel,1.0,230
8,complete,1.0,70
9,cycle,1.0,1018
9,wheel,1.0,337
9,complete,1.0,84
10,cycle,1.0,1755
10,wheel,1.0,201
10,complete,1.0,177
5,cycle,1.0,183
5,wheel,1.0,241
5,complete,1.0,275
6,cycle,1.0,494
6,wheel,1.0,212
6,complete,1.0,134
7,cycle,1.0,694
7,wheel,1.0,172
7,complete,1.0,216
8,cycle,1.0,1599
8,wheel,0.0,1
8,complete,1.0,102
9,cycle,1.0,971
9,wheel,1.0,1310
9,complete,1.0,146
10,cycle,1.0,897
10,wheel,1.0,295
10,complete,1.0,62
5,cycle,0.0,37
5,wheel,1.0,85
5,complete,0.0,140
6,cycle,1.0,1022
6,wheel,1.0,133
6,complete,0.0,1
7,cycle,1.0,446
7,wheel,0.0,59
7,complete,1.0,277
8,cycle,1.0,334
8,wheel,1.0,356
8,complete,1.0,46
9,cycle,1.0,237
9,wheel,1.0,186
9,complete,1.0,129
10,cycle,1.0,702
10,wheel,1.0,304
10,complete,1.0,190
5,cycle,1.0,313
5,wheel,1.0,113
5,complete,1.0,180
6,cycle,0.0,50
6,wheel,1.0,799
6,complete,0.0,393
7,cycle,1.0,940
7,wheel,1.0,317
7,complete,1.0,204
8,cycle,1.0,279
8,wheel,1.0,331
8,complete,1.0,56
9,cycle,1.0,1150
9,wheel,0.0,185
9,complete,1.0,89
10,cycle,1.0,672
10,wheel,1.0,269
10,complete,1.0,122
5,cycle,1.0,365
5,wheel,1.0,665
5,complete,1.0,136
6,cycle,1.0,89
6,wheel,1.0,250
6,complete,1.0,76
7,cycle,1.0,325
7,wheel,1.0,439
7,complete,1.0,116
8,cycle,1.0,784
8,wheel,1.0,290
8,complete,1.0,127
9,cycle,1.0,1524
9,wheel,1.0,492
9,complete,1.0,176
10,cycle,1.0,1308
10,wheel,1.0,623
10,complete,1.0,77
5,cycle,1.0,229
5,wheel,1.0,296
5,complete,1.0,354
6,cycle,1.0,393
6,wheel,1.0,177
6,complete,1.0,97
7,cycle,1.0,559
7,wheel,0.0,69
7,complete,1.0,176
8,cycle,1.0,834
8,wheel,1.0,393
8,complete,1.0,102
9,cycle,1.0,433
9,wheel,1.0,226
9,complete,1.0,75
10,cycle,1.0,462
10,wheel,1.0,371
10,complete,1.0,152
5,cycle,1.0,335
5,wheel,1.0,145
5,complete,1.0,524
6,cycle,1.0,1455
6,wheel,1.0,375
6,complete,1.0,53
7,cycle,1.0,1130
7,wheel,0.0,94
7,complete,1.0,169
8,cycle,0.0,29
8,wheel,1.0,440
8,complete,1.0,144
9,cycle,1.0,729
9,wheel,1.0,374
9,complete,1.0,381
10,cycle,1.0,443
10,wheel,1.0,159
10,complete,1.0,87
5,cycle,1.0,215
5,wheel,1.0,139
5,complete,1.0,80
6,cycle,1.0,404
6,wheel,1.0,863
6,complete,1.0,608
7,cycle,1.0,439
7,wheel,1.0,511
7,complete,1.0,157
8,cycle,1.0,588
8,wheel,1.0,226
